speaker,start,end,text
SPEAKER_03,110.74,111.36," minutes,"
SPEAKER_03,111.36,111.6, the
SPEAKER_03,111.6,112.02, timekeeper
SPEAKER_03,112.02,112.32, will
SPEAKER_03,112.32,112.58, signal
SPEAKER_03,112.58,112.94, once
SPEAKER_03,112.94,113.12, to
SPEAKER_03,113.12,113.26, let
SPEAKER_03,113.34,113.4, the
SPEAKER_03,113.4,113.64, speaker
SPEAKER_03,113.64,113.94, know
SPEAKER_03,113.94,114.22, they
SPEAKER_03,114.22,114.42, have
SPEAKER_03,114.42,114.7, one
SPEAKER_03,114.7,114.98, minute
SPEAKER_03,114.98,116.0, left.
SPEAKER_03,116.0,116.94, After
SPEAKER_03,116.94,117.18, four
SPEAKER_03,117.18,117.78," minutes,"
SPEAKER_03,117.78,118.08, the
SPEAKER_03,118.08,118.54, timekeeper
SPEAKER_03,118.54,119.0, will
SPEAKER_03,119.0,119.28, signal
SPEAKER_03,119.28,120.76, twice.
SPEAKER_03,122.7,122.98, Before
SPEAKER_03,122.98,123.14, the
SPEAKER_03,123.14,123.42, debate
SPEAKER_03,123.42,124.14," begins,"
SPEAKER_03,124.14,124.38, I
SPEAKER_03,124.38,124.52, would
SPEAKER_03,124.52,124.64, like
SPEAKER_03,124.64,124.78, to
SPEAKER_03,124.78,125.04, remind
SPEAKER_03,125.04,125.26, you
SPEAKER_03,125.26,125.42, to
SPEAKER_03,125.42,125.7, switch
SPEAKER_03,125.7,125.94, off
SPEAKER_03,125.94,126.12, all
SPEAKER_03,126.12,126.4, mobile
SPEAKER_03,126.4,126.82, phones
SPEAKER_03,126.82,127.06, and
SPEAKER_03,127.06,127.38, anything
SPEAKER_03,127.38,127.78, else
SPEAKER_03,127.78,128.12, which
SPEAKER_03,128.12,128.3, might
SPEAKER_03,128.3,128.74, disturb
SPEAKER_03,128.74,129.0, the
SPEAKER_03,129.0,129.78, debaters.
SPEAKER_03,130.82,131.04, Should
SPEAKER_03,131.04,131.18, you
SPEAKER_03,131.18,131.44, need
SPEAKER_03,131.44,131.68, to
SPEAKER_03,131.68,131.92, leave
SPEAKER_03,131.92,132.08, or
SPEAKER_03,132.08,132.26, re
SPEAKER_03,132.26,132.46,-enter
SPEAKER_03,132.46,132.64, the
SPEAKER_03,132.64,132.76, room
SPEAKER_03,132.76,132.92, for
SPEAKER_03,132.92,133.14, any
SPEAKER_03,133.14,133.5, reason
SPEAKER_03,133.5,133.74, during
SPEAKER_03,133.74,133.88, the
SPEAKER_03,133.88,134.46," debate,"
SPEAKER_03,134.46,134.82, please
SPEAKER_03,134.82,135.1, wait
SPEAKER_03,135.1,135.38, until
SPEAKER_03,135.38,135.54, the
SPEAKER_03,135.54,135.66, end
SPEAKER_03,135.66,135.76, of
SPEAKER_03,135.76,135.86, a
SPEAKER_03,135.86,136.2, speech
SPEAKER_03,136.2,136.56, to
SPEAKER_03,136.56,136.7, do
SPEAKER_03,136.7,137.22, so.
SPEAKER_03,138.18,138.54, Audience
SPEAKER_03,138.54,139.0, members
SPEAKER_03,139.0,139.26, should
SPEAKER_03,139.26,139.4, be
SPEAKER_03,139.4,139.62, aware
SPEAKER_03,139.62,139.82, that
SPEAKER_03,139.82,139.94, they
SPEAKER_03,148.8,148.98, to
SPEAKER_03,148.98,149.32, introduce
SPEAKER_03,149.32,149.52, the
SPEAKER_03,149.52,149.76, judges
SPEAKER_03,149.76,150.0, for
SPEAKER_03,150.0,150.2, this
SPEAKER_03,150.2,150.78, debate.
SPEAKER_03,151.34,151.54, They
SPEAKER_03,151.54,151.7, are
SPEAKER_03,151.7,152.04, Kip
SPEAKER_03,152.04,152.5, Obanda
SPEAKER_03,152.5,153.08, from
SPEAKER_03,153.08,153.24, the
SPEAKER_03,153.24,153.96," Philippines,"
SPEAKER_03,153.96,154.24, who
SPEAKER_03,154.24,154.36, is
SPEAKER_03,154.36,154.46, the
SPEAKER_03,154.46,154.66, chair
SPEAKER_03,154.66,154.94, judge
SPEAKER_03,154.94,155.14, for
SPEAKER_03,155.14,155.5, today's
SPEAKER_03,155.5,155.92, debate.
SPEAKER_03,163.1,163.5, Aisha
SPEAKER_03,163.5,163.86, Ahmad
SPEAKER_03,163.9,164.14, from
SPEAKER_03,164.14,165.3, Pakistan.
SPEAKER_03,165.3,170.5, Lungisid
SPEAKER_03,170.5,170.94, Lamini
SPEAKER_03,170.94,171.24, from
SPEAKER_03,171.24,174.12, Swaziland.
SPEAKER_03,174.12,178.24, Yana
SPEAKER_03,178.24,178.64, Gilkel
SPEAKER_03,178.64,178.94, from
SPEAKER_03,178.94,180.88, Germany.
SPEAKER_03,180.88,185.08, Kevin
SPEAKER_03,185.08,185.4, Moore
SPEAKER_03,185.4,185.68, from
SPEAKER_03,185.68,185.92, New
SPEAKER_03,185.92,186.7, Zealand.
SPEAKER_03,186.7,192.4, Yulio
SPEAKER_03,192.4,192.74, Mayer
SPEAKER_03,192.74,192.98, from
SPEAKER_03,192.98,197.5, Mexico.
SPEAKER_03,197.5,200.1, Karen
SPEAKER_03,200.1,200.58, Merkins
SPEAKER_03,200.58,200.84, from
SPEAKER_03,200.84,201.0, the
SPEAKER_03,201.0,203.38, Netherlands.
SPEAKER_03,201.98,206.46, Yoni
SPEAKER_03,206.46,206.74, Kahono
SPEAKER_03,206.74,206.92, from
SPEAKER_03,206.92,207.84, Israel.
SPEAKER_03,227.62,234.5, Their
SPEAKER_03,234.5,234.76, first
SPEAKER_03,234.76,235.1, speaker
SPEAKER_03,235.1,236.08, is
SPEAKER_03,236.08,236.54, Arthur
SPEAKER_03,236.54,237.26," James,"
SPEAKER_03,237.26,237.64, the
SPEAKER_03,237.64,237.88, second
SPEAKER_03,237.88,238.24, speaker
SPEAKER_03,238.24,238.52, is
SPEAKER_03,238.52,238.9, Edward
SPEAKER_03,238.9,240.08," Bracey,"
SPEAKER_03,240.08,240.16, the
SPEAKER_03,240.16,240.34, third
SPEAKER_03,240.34,240.7, speaker
SPEAKER_03,240.7,240.92, is
SPEAKER_03,240.92,241.34, Kenza
SPEAKER_03,241.34,241.94," Wiltz,"
SPEAKER_03,241.9,242.26, and
SPEAKER_03,242.26,242.38, the
SPEAKER_03,242.38,242.64, reply
SPEAKER_03,242.64,242.96, speaker
SPEAKER_03,242.96,243.26, is
SPEAKER_03,243.26,243.64, Edward
SPEAKER_03,243.64,244.3, Crissy.
SPEAKER_03,251.28,251.48, There
SPEAKER_03,251.48,251.66, will
SPEAKER_03,251.66,251.82, be
SPEAKER_03,251.82,252.06, two
SPEAKER_03,252.06,252.4, other
SPEAKER_03,252.4,252.84, members
SPEAKER_03,252.84,253.04, of
SPEAKER_03,253.04,253.14, the
SPEAKER_03,253.14,253.4, team
SPEAKER_03,253.4,253.62, who
SPEAKER_03,253.62,253.78, will
SPEAKER_03,253.78,253.94, not
SPEAKER_03,253.94,254.08, be
SPEAKER_03,254.08,254.36, speaking
SPEAKER_03,254.36,254.62, this
SPEAKER_03,254.62,255.18," afternoon,"
SPEAKER_03,255.54,255.66, but
SPEAKER_03,255.66,255.78, we
SPEAKER_03,255.78,255.9, would
SPEAKER_03,255.9,256.12, like
SPEAKER_03,256.12,256.28, to
SPEAKER_03,256.28,256.6, acknowledge
SPEAKER_03,256.6,256.86, their
SPEAKER_03,256.86,257.08, role
SPEAKER_03,257.08,257.2, on
SPEAKER_03,257.2,257.3, the
SPEAKER_03,257.3,257.7, team.
SPEAKER_03,258.02,258.14, They
SPEAKER_03,258.14,258.3, are
SPEAKER_03,258.3,258.6, Hannah
SPEAKER_03,258.6,258.98, Taylor
SPEAKER_03,258.98,259.4, and
SPEAKER_03,259.4,259.7, Tara
SPEAKER_03,259.7,260.34, Salis.
SPEAKER_03,287.54,287.78, Their
SPEAKER_03,287.78,288.04, first
SPEAKER_03,288.04,288.3, speaker
SPEAKER_03,288.3,288.56, is
SPEAKER_03,288.56,288.84, Wei
SPEAKER_03,288.84,289.04, Xu
SPEAKER_03,289.04,289.5, Yang.
SPEAKER_03,289.78,289.84, The
SPEAKER_03,289.84,290.06, second
SPEAKER_03,289.94,289.94," opposition,"
SPEAKER_03,289.94,289.94, from
SPEAKER_03,289.94,289.94, And
SPEAKER_03,289.94,289.94, Singapore.
SPEAKER_03,289.94,289.94, the
SPEAKER_03,289.94,289.94, we
SPEAKER_03,289.94,289.94, team
SPEAKER_03,289.94,289.94, in
SPEAKER_03,289.94,289.94, have
SPEAKER_03,290.06,290.42, speaker
SPEAKER_03,290.42,290.66, is
SPEAKER_03,290.66,291.0, Ryan
SPEAKER_03,291.0,291.46, Wee.
SPEAKER_03,291.76,291.88, The
SPEAKER_03,291.88,292.04, third
SPEAKER_03,292.04,292.38, speaker
SPEAKER_03,292.38,292.9, is
SPEAKER_03,292.9,293.3, Al
SPEAKER_03,293.3,293.46, Wei
SPEAKER_03,293.46,293.96, Ho.
SPEAKER_03,294.18,294.3, And
SPEAKER_03,294.3,294.42, the
SPEAKER_03,294.42,294.66, reply
SPEAKER_03,294.66,294.98, speaker
SPEAKER_03,294.98,295.28, is
SPEAKER_03,295.28,295.62, Ryan
SPEAKER_03,295.62,296.14, Wee.
SPEAKER_03,304.8,305.06, There
SPEAKER_03,305.06,305.24, will
SPEAKER_03,305.24,305.38, be
SPEAKER_03,305.38,305.56, two
SPEAKER_03,305.56,305.82, other
SPEAKER_03,305.82,306.14, members
SPEAKER_03,306.14,306.32, of
SPEAKER_03,306.32,306.44, the
SPEAKER_03,306.44,306.7, team
SPEAKER_03,306.7,306.9, who
SPEAKER_03,306.9,307.06, will
SPEAKER_03,307.06,307.18, not
SPEAKER_03,307.18,307.34, be
SPEAKER_03,307.34,307.64, speaking
SPEAKER_03,307.64,307.9, this
SPEAKER_03,307.9,308.42," afternoon,"
SPEAKER_03,308.84,308.98, but
SPEAKER_03,308.98,309.12, we
SPEAKER_03,309.12,309.22, would
SPEAKER_03,309.22,309.42, like
SPEAKER_03,309.42,309.6, to
SPEAKER_03,309.6,309.92, acknowledge
SPEAKER_03,309.92,310.14, their
SPEAKER_03,310.14,310.36, role
SPEAKER_03,310.36,310.48, on
SPEAKER_03,310.48,310.58, the
SPEAKER_03,310.58,311.0, team.
SPEAKER_03,311.12,311.24, They
SPEAKER_03,311.24,311.46, are
SPEAKER_03,311.46,312.04, Xiuvan
SPEAKER_03,312.04,312.26, Tan
SPEAKER_03,312.26,312.68, and
SPEAKER_03,312.68,313.14, Jonathan
SPEAKER_03,313.14,313.74, Yap.
SPEAKER_03,318.16,323.8, The
SPEAKER_03,323.8,324.08, motion
SPEAKER_03,324.08,324.3, for
SPEAKER_03,324.3,324.48, this
SPEAKER_03,324.48,324.82, debate
SPEAKER_03,324.82,325.6," is,"
SPEAKER_03,325.6,325.82, this
SPEAKER_03,325.82,326.06, House
SPEAKER_03,326.06,326.44, supports
SPEAKER_03,326.44,326.96, restrictions
SPEAKER_03,326.96,327.3, on
SPEAKER_03,327.3,327.54, free
SPEAKER_03,327.54,327.86, speech
SPEAKER_03,327.86,328.04, to
SPEAKER_03,328.04,328.32, combat
SPEAKER_03,328.32,328.5, the
SPEAKER_03,328.5,328.78, rise
SPEAKER_03,328.78,329.0, of
SPEAKER_03,329.0,329.28, right
SPEAKER_03,329.28,329.5,-wing
SPEAKER_03,329.5,330.7, populism.
SPEAKER_03,330.7,334.52, It
SPEAKER_03,334.52,334.74, gives
SPEAKER_03,334.74,334.88, me
SPEAKER_03,334.88,335.0, a
SPEAKER_03,335.0,335.22, great
SPEAKER_03,335.22,335.56, pleasure
SPEAKER_03,335.56,335.82, to
SPEAKER_03,335.82,336.02, invite
SPEAKER_03,336.02,336.18, the
SPEAKER_03,336.18,336.38, first
SPEAKER_03,336.38,336.64, speaker
SPEAKER_03,336.64,336.88, for
SPEAKER_03,336.88,337.02, the
SPEAKER_03,337.02,337.36, proposition
SPEAKER_03,337.36,337.8, team
SPEAKER_03,337.8,338.04, to
SPEAKER_03,338.04,338.26, open
SPEAKER_03,338.26,338.42, the
SPEAKER_03,338.42,339.02, debate.
SPEAKER_03,339.02,339.5, Please
SPEAKER_03,339.5,339.92, welcome
SPEAKER_03,339.92,340.38, Arthur
,353.84,353.84, James.
SPEAKER_06,354.8,355.3," Ladies,"
SPEAKER_06,355.3,355.92," gentlemen,"
SPEAKER_06,355.92,356.26, fellow
SPEAKER_06,356.26,356.8," wizards,"
SPEAKER_06,356.8,357.52, muggles.
SPEAKER_06,358.08,358.3, Right
SPEAKER_06,358.3,358.52,-wing
SPEAKER_06,358.52,359.02, populist
SPEAKER_06,359.02,359.58," parties,"
SPEAKER_06,359.58,359.94, individuals
SPEAKER_06,359.94,360.14, and
SPEAKER_06,360.14,360.54, activists
SPEAKER_06,360.54,360.98, worldwide
SPEAKER_06,360.98,361.28, are
SPEAKER_06,361.28,361.42, a
SPEAKER_06,361.42,361.6, threat
SPEAKER_06,361.6,361.78, to
SPEAKER_06,361.78,362.22, minorities
SPEAKER_06,362.64,362.78, and
SPEAKER_06,362.78,362.88, to
SPEAKER_06,362.88,363.62, democracies.
SPEAKER_06,363.86,364.02, Side
SPEAKER_06,364.02,364.34, government
SPEAKER_06,364.34,364.74, solves
SPEAKER_06,364.74,364.94, this
SPEAKER_06,364.94,365.46, problem.
SPEAKER_06,365.84,366.08, What
SPEAKER_06,366.06,366.18, are
SPEAKER_06,366.18,366.32, our
SPEAKER_06,366.32,366.7, definitions
SPEAKER_06,366.7,366.92, in
SPEAKER_06,366.92,367.06, this
SPEAKER_06,367.06,367.5, debate?
SPEAKER_06,367.5,367.82, We
SPEAKER_06,367.82,368.0, think
SPEAKER_06,368.0,368.3, courts
SPEAKER_06,368.3,368.48, should
SPEAKER_06,368.48,368.78, decide
SPEAKER_06,368.78,368.92, if
SPEAKER_06,368.92,369.04, these
SPEAKER_06,369.12,369.14, are
SPEAKER_06,369.14,369.32, right
SPEAKER_06,369.32,369.44,-wing
SPEAKER_06,369.44,370.0, populists
SPEAKER_06,370.0,370.44, using
SPEAKER_06,370.44,370.78, five
SPEAKER_06,370.78,371.4, criteria.
SPEAKER_06,371.4,371.5, The
SPEAKER_06,371.5,371.82, first
SPEAKER_06,371.82,372.08, is
SPEAKER_06,372.08,372.84," nativism,"
SPEAKER_06,372.84,372.92, i
SPEAKER_06,372.92,373.04,.e.
SPEAKER_06,373.04,373.16, the
SPEAKER_06,373.16,373.64, gate
SPEAKER_06,373.64,373.98,-goating
SPEAKER_06,373.98,374.14, of
SPEAKER_06,374.38,374.52, immigrants
SPEAKER_06,374.52,374.92, and
SPEAKER_06,374.92,375.2, ethnic
SPEAKER_06,375.2,375.8, minorities.
SPEAKER_06,375.8,375.9, The
SPEAKER_06,375.9,376.14, second
SPEAKER_06,376.14,376.6, is
SPEAKER_06,376.6,377.06, hostility
SPEAKER_06,377.06,377.38, towards
SPEAKER_06,377.38,378.04," elites,"
SPEAKER_06,378.04,378.36, particularly
SPEAKER_06,378.36,378.9, institutions
SPEAKER_06,379.08,379.2, like
SPEAKER_06,379.2,379.42, the
SPEAKER_06,379.42,379.6, media
SPEAKER_06,379.6,379.82, and
SPEAKER_06,379.82,379.92, the
SPEAKER_06,379.92,380.46, courts.
SPEAKER_06,380.46,380.64, The
SPEAKER_06,380.64,380.9, third
SPEAKER_06,380.9,381.18, is
SPEAKER_06,381.18,381.8, excessive
SPEAKER_06,381.8,382.66, authoritarian
SPEAKER_06,382.66,383.28, approach
SPEAKER_06,383.28,383.52, to
SPEAKER_06,383.52,383.72, law
SPEAKER_06,383.72,383.82, and
SPEAKER_06,383.82,384.1, order.
SPEAKER_06,384.2,384.2, The
SPEAKER_06,384.2,384.46, fourth
SPEAKER_06,384.46,384.82, is
SPEAKER_06,384.82,384.9, a
SPEAKER_06,384.9,385.26, disregard
SPEAKER_06,385.26,385.54, for
SPEAKER_06,385.54,385.86, political
SPEAKER_06,385.86,386.34, correctness
SPEAKER_06,386.34,386.7, and
SPEAKER_06,386.7,387.14, truth.
SPEAKER_06,387.14,387.32, And
SPEAKER_06,387.32,387.4, the
SPEAKER_06,387.4,387.76," fifth,"
SPEAKER_06,387.76,387.98, and
SPEAKER_06,387.98,388.64," crucially,"
SPEAKER_06,388.64,388.96, is
SPEAKER_06,388.96,389.1, that
SPEAKER_06,389.1,389.32, because
SPEAKER_06,389.32,389.46, of
SPEAKER_06,389.46,389.56, a
SPEAKER_06,389.8,389.84, desire
SPEAKER_06,389.84,390.0, to
SPEAKER_06,390.0,390.3, appeal
SPEAKER_06,390.3,390.46, to
SPEAKER_06,390.46,390.6, a
SPEAKER_06,390.6,391.0, broad
SPEAKER_06,391.0,391.5, coalition
SPEAKER_06,391.5,392.02, of
SPEAKER_06,392.02,392.58, disaffected
SPEAKER_06,392.58,393.54," individuals,"
SPEAKER_06,393.54,394.04, spanning
SPEAKER_06,394.04,394.24, the
SPEAKER_06,394.24,394.48, socio
SPEAKER_06,394.48,394.92,-political
SPEAKER_06,394.92,395.26," divide,"
SPEAKER_06,395.9,396.0, and
SPEAKER_06,396.0,396.26, often
SPEAKER_06,396.26,396.5, with
SPEAKER_06,396.5,396.86, different
SPEAKER_06,396.86,397.26, political
SPEAKER_06,397.26,397.92," desires,"
SPEAKER_06,397.92,398.16, they
SPEAKER_06,398.16,398.4, often
SPEAKER_06,398.4,398.6, have
SPEAKER_06,398.6,398.72, a
SPEAKER_06,398.72,399.14, shallow
SPEAKER_06,399.14,399.62, policy
SPEAKER_06,399.62,399.98, agenda
SPEAKER_06,399.98,400.52, designed
SPEAKER_06,400.52,400.72, to
SPEAKER_06,400.82,401.04, appeal
SPEAKER_06,401.04,401.42, to
SPEAKER_06,401.42,401.54, as
SPEAKER_06,401.54,401.74, many
SPEAKER_06,401.74,402.1, people
SPEAKER_06,402.1,402.54, as
SPEAKER_06,402.54,403.04, possible.
SPEAKER_06,403.04,403.34, What
SPEAKER_06,403.34,403.44, does
SPEAKER_06,403.44,403.52, it
SPEAKER_06,403.52,403.68, look
SPEAKER_06,403.68,403.94, like?
SPEAKER_06,404.0,404.12, looks
SPEAKER_06,404.0,404.0, It
SPEAKER_06,404.12,404.26, like
SPEAKER_06,404.26,404.58, Trump
SPEAKER_06,404.58,404.78, in
SPEAKER_06,404.78,404.86, the
SPEAKER_06,404.86,405.3," US,"
SPEAKER_06,405.3,405.68, Duterte
SPEAKER_06,405.68,406.14, in
SPEAKER_06,406.14,406.22, the
SPEAKER_06,406.22,406.82," Philippines,"
SPEAKER_06,406.94,407.04, the
SPEAKER_06,407.04,407.52, AFD
SPEAKER_06,407.52,408.02, in
SPEAKER_06,408.02,408.52, Germany.
SPEAKER_06,408.58,408.8, What's
SPEAKER_06,408.8,408.92, our
SPEAKER_06,408.92,409.18, model
SPEAKER_06,409.18,409.4, for
SPEAKER_06,409.4,409.68, dealing
SPEAKER_06,409.68,409.86, with
SPEAKER_06,409.86,410.04, these
SPEAKER_06,410.04,410.4, individuals
SPEAKER_06,410.4,410.56, and
SPEAKER_06,410.56,410.94, groups?
SPEAKER_06,411.04,411.24, We
SPEAKER_06,411.24,411.38, would
SPEAKER_06,411.38,411.72, institute
SPEAKER_06,411.72,412.06, a
SPEAKER_06,412.06,412.46, range
SPEAKER_06,412.46,412.58, of
SPEAKER_06,412.58,412.92, restrictions
SPEAKER_06,412.92,413.2, on
SPEAKER_06,413.2,413.42, free
SPEAKER_06,413.42,413.74, speech
SPEAKER_06,413.84,414.02, of
SPEAKER_06,414.02,414.36, political
SPEAKER_06,414.36,414.8, parties
SPEAKER_06,414.8,415.22, and
SPEAKER_06,415.22,415.4, their
SPEAKER_06,415.4,415.92, activists.
SPEAKER_06,415.96,416.14, That
SPEAKER_06,416.14,416.36, goes
SPEAKER_06,416.36,416.52, from
SPEAKER_06,416.52,416.84, shutting
SPEAKER_06,416.84,417.12, down
SPEAKER_06,417.12,417.5, websites
